[22:47:28][HookEngine.c:45 in HookEngine_init] Loading HookEngine in C:\Users\Spl3en\Desktop\vagrantbox\treeofsavior\clienthooks\HooksOfSavior\HooksOfSavior\/NtHookEngine.dll ...
[22:47:28][HookEngine.c:29 in HookEngine_new] HookEngine initialized correctly.
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00000002 | ItemLv = 000 | ClassName = <NoHat> | itemType = <Equip> | GroupName = <Armor> | classType = <None> | EqpType = <HAT> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_001550$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE59 | ItemLv = 65711296 | ClassName = <CATHEDRAL54_SQ04_PART2_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004022$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE5A | ItemLv = 65711296 | ClassName = <PILGRIMROAD55_SQ01_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004024$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE5B | ItemLv = 65711296 | ClassName = <PILGRIMROAD55_SQ03_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003790$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE5C | ItemLv = 65711296 | ClassName = <PILGRIMROAD55_SQ06_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003791$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE5D | ItemLv = 65711296 | ClassName = <PILGRIMROAD55_SQ02_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003792$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE5E | ItemLv = 65711296 | ClassName = <CHATHEDRAL56_MQ01_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004028$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE5F | ItemLv = 65711296 | ClassName = <CHATHEDRAL56_MQ02_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003795$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE60 | ItemLv = 65711296 | ClassName = <CHATHEDRAL56_MQ02_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003573$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE61 | ItemLv = 65711296 | ClassName = <CHATHEDRAL54_MQ02_PART2_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003798$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE62 | ItemLv = 65711296 | ClassName = <PILGRIM51_ITEM_10> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003800$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE63 | ItemLv = 65711296 | ClassName = <PILGRIM51_ITEM_11> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003802$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE64 | ItemLv = 65711296 | ClassName = <PILGRIM52_ITEM_13> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003804$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE65 | ItemLv = 65711296 | ClassName = <PILGRIM52_ITEM_14> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003806$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE66 | ItemLv = 65711296 | ClassName = <PILGRIM52_ITEM_15> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003808$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE67 | ItemLv = 65711296 | ClassName = <PILGRIM52_ITEM_16> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003798$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009EE68 | ItemLv = 65711296 | ClassName = <stonetablet06> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_LV_0200_20150317_000922$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x0009F6F1 | ItemLv = 65711296 | ClassName = <stonetablet05> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_20150317_001079$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1220 | ItemLv = 65711296 | ClassName = <CHATHEDRAL54_SQ01_PART1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004032$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1221 | ItemLv = 65711296 | ClassName = <PILGRIMROAD55_SQ09_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150401_004491$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1222 | ItemLv = 65711296 | ClassName = <FLASH64_SQ_02_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150717_005795$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1223 | ItemLv = 65711296 | ClassName = <FLASH64_SQ_03_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003916$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1224 | ItemLv = 65711296 | ClassName = <FLASH64_SQ_05_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005298$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1225 | ItemLv = 65711296 | ClassName = <FLASH64_SQ_06_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003822$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1226 | ItemLv = 65711296 | ClassName = <FLASH64_SQ_08_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003824$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1227 | ItemLv = 65711296 | ClassName = <FLASH64_SQ_09_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003826$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1228 | ItemLv = 65711296 | ClassName = <FLASH64_MQ_01_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003828$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1229 | ItemLv = 65711296 | ClassName = <FLASH64_MQ_03_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003830$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1608 | ItemLv = 65711296 | ClassName = <FTOWER_FIRE_ESSENCE_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003457$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1609 | ItemLv = 65711296 | ClassName = <FTOWER_FIRE_ESSENCE_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003457$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A160A | ItemLv = 65711296 | ClassName = <CMINE_COMPASS_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003834$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A160B | ItemLv = 65711296 | ClassName = <MINE_1_CRYSTAL_2_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003836$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A160C | ItemLv = 65711296 | ClassName = <MINE_1_CRYSTAL_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003838$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A160D | ItemLv = 65711296 | ClassName = <MINE_1_CRYSTAL_9_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003839$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A160E | ItemLv = 65711296 | ClassName = <MINE_1_CRYSTAL_18_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003841$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A160F | ItemLv = 65711296 | ClassName = <SELECT_PLEASE_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003843$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1610 | ItemLv = 65711296 | ClassName = <MINE_2_CRYSTAL_10_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003845$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1611 | ItemLv = 65711296 | ClassName = <MINE_2_CRYSTAL_16_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003847$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1612 | ItemLv = 65711296 | ClassName = <MINE_2_CRYSTAL_20_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003849$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1613 | ItemLv = 65711296 | ClassName = <SIAULIAI_46_3_MQ_04_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003851$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1614 | ItemLv = 65711296 | ClassName = <SIAULIAI_46_4_MQ_04_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004034$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1615 | ItemLv = 65711296 | ClassName = <JOB_PELTASTA2_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_JOBSTEP_20150729_003038$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1616 | ItemLv = 65711296 | ClassName = <STARTOWER_60_1_CANDLE> | itemType = <Etc> | GroupName = <Material> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150401_004492$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1617 | ItemLv = 65711296 | ClassName = <STARTOWER_60_1_STARSTORN_PIECE_ITEM> | itemType = <Etc> | GroupName = <Material> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150401_004494$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1618 | ItemLv = 65711296 | ClassName = <JOB_FALCONER5_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150414_004708$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1619 | ItemLv = 65711296 | ClassName = <CATACOMB_38_2_SQ_01_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005299$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A161A | ItemLv = 65711296 | ClassName = <CATACOMB_38_2_SQ_02_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005299$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A161B | ItemLv = 65711296 | ClassName = <CATACOMB_38_2_SQ_03_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005301$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A161C | ItemLv = 65711296 | ClassName = <CATACOMB_38_2_SQ_05_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005303$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A161D | ItemLv = 65711296 | ClassName = <CATACOMB_38_2_SQ_06_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005305$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A161E | ItemLv = 65711296 | ClassName = <CATACOMB_04_SQ_03_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005307$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A161F | ItemLv = 65711296 | ClassName = <CATACOMB_04_SQ_MEMO_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_20150714_002111$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1620 | ItemLv = 65711296 | ClassName = <CATACOMB_04_SQ_01_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005311$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1621 | ItemLv = 65711296 | ClassName = <CATACOMB_04_SQ_02_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_LV_0200_20150714_008362$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1622 | ItemLv = 65711296 | ClassName = <CATACOMB_04_SQ_04_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_LV_0200_20150714_008374$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1623 | ItemLv = 65711296 | ClassName = <CATACOMB_04_SQ_06_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_LV_0200_20150714_008382$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1624 | ItemLv = 65711296 | ClassName = <CATACOMB_04_SQ_07_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_LV_0200_20150714_008019$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1625 | ItemLv = 65711296 | ClassName = <CATACOMB_38_1_SQ_03_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005315$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1626 | ItemLv = 65711296 | ClassName = <CATACOMB_38_1_SQ_05_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005317$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1627 | ItemLv = 65711296 | ClassName = <CATACOMB_02_SQ_03_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005319$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1628 | ItemLv = 65711296 | ClassName = <CATACOMB_02_SQ_06_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005321$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1629 | ItemLv = 65711296 | ClassName = <JOB_VELHIDER_COUPON> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150717_005797$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A162A | ItemLv = 65711296 | ClassName = <JOB_HAWK_COUPON> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150717_005799$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A162B | ItemLv = 65711296 | ClassName = <JOB_SQUIRE_6_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150729_005904$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A162C | ItemLv = 65711296 | ClassName = <JOB_CORSAIR_6_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150729_005906$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A162D | ItemLv = 65711296 | ClassName = <JOB_CENTURION_6_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150729_005907$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A162E | ItemLv = 65711296 | ClassName = <JOB_CHRONO_6_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150729_005909$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A162F | ItemLv = 65711296 | ClassName = <JOB_NECROMANCER_6_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150729_005911$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1630 | ItemLv = 65711296 | ClassName = <JOB_ROGUE_6_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150803_005955$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1631 | ItemLv = 65711296 | ClassName = <JOB_FLETCHER_6_1_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150803_005957$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19F0 | ItemLv = 65711296 | ClassName = <FORMINE_ARMOR_BAG01> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003889$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19F1 | ItemLv = 65711296 | ClassName = <FORMINE_ARMOR_SCAPULAR> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003891$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19F2 | ItemLv = 65711296 | ClassName = <FORMINE_ARMOR_BAG02> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003892$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19F3 | ItemLv = 65711296 | ClassName = <FORMINE_ARMOR_THORAX> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003893$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19F4 | ItemLv = 65711296 | ClassName = <SOUT_Q_26_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003894$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19F5 | ItemLv = 65711296 | ClassName = <SOUT_Q_27_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003896$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19F6 | ItemLv = 65711296 | ClassName = <SOUT_Q_28_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003898$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19F7 | ItemLv = 65711296 | ClassName = <SOUT_Q_29_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003900$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19F8 | ItemLv = 65711296 | ClassName = <ROKAS30_PIPOTI02_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_002094$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19F9 | ItemLv = 65711296 | ClassName = <PILGRIM47_SQ_030_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004073$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19FA | ItemLv = 65711296 | ClassName = <PILGRIM50_SQ_090_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003905$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19FB | ItemLv = 65711296 | ClassName = <PILGRIM50_SQ_028_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003907$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19FC | ItemLv = 65711296 | ClassName = <PILGRIM50_SQ_091_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003909$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19FD | ItemLv = 65711296 | ClassName = <PILGRIM52_SQ_011_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004076$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19FE | ItemLv = 65711296 | ClassName = <PILGRIM52_SQ_060_ITEM> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004077$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A19FF | ItemLv = 65711296 | ClassName = <PILGRIM52_SQ_060_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004078$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A00 | ItemLv = 65711296 | ClassName = <PILGRIM51_SQ_9_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_001804$*^>
